Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,State_County_Year
61,61,0,0,0,0,0,19,14,10,0,0,0,0,61,virginiahopewellcity2018
365,313,52,0,0,0,0,93,54,35,0,82,219,64,0,virginialoudoun2018
112,88,24,0,0,0,0,60,55,34,0,0,0,112,0,virginialynchburgcity2018
356,304,52,0,0,0,0,90,54,39,0,0,305,51,0,virginiamadison2018
365,348,17,0,0,0,0,65,41,18,13,242,0,110,0,virginianorfolkcity2018
347,328,19,0,0,0,0,93,45,31,0,0,347,0,0,virginiaprinceedward2018
345,316,29,0,0,0,0,100,48,32,0,101,244,0,0,virginiaprincewilliam2018
364,249,115,0,0,0,0,78,59,42,0,25,0,339,0,virginiarichmondcity2018
365,265,100,0,0,0,0,87,57,41,0,7,129,229,0,virginiaroanoke2018
268,243,25,0,0,0,0,90,50,32,0,0,192,76,0,virginiarockbridge2018
365,324,41,0,0,0,0,82,51,33,0,89,209,67,0,virginiarockingham2018
113,88,25,0,0,0,0,75,56,35,0,0,0,113,0,virginiasalemcity2018
264,240,23,1,0,0,0,112,50,35,0,0,245,0,19,virginiastafford2018
245,224,21,0,0,0,0,87,50,39,0,0,245,0,0,virginiasuffolkcity2018
107,89,18,0,0,0,0,69,56,33,0,0,0,107,0,virginiavirginiabeachcity2018
60,60,0,0,0,0,0,20,16,8,0,0,0,0,60,virginiawinchestercity2018
237,207,30,0,0,0,0,84,54,40,0,0,237,0,0,virginiawythe2018
350,295,47,4,4,0,0,195,58,17,0,0,0,350,0,washingtonadams2018
325,214,103,6,2,0,0,200,72,36,0,0,0,325,0,washingtonasotin2018
365,275,76,12,2,0,0,188,67,36,0,0,124,216,25,washingtonbenton2018
365,244,96,8,10,5,2,627,72,36,0,0,0,365,0,washingtonchelan2018
365,243,114,3,3,2,0,230,61,42,0,0,135,230,0,washingtonclallam2018
365,272,87,6,0,0,0,135,59,35,0,0,109,256,0,washingtonclark2018
307,250,50,6,1,0,0,192,59,22,0,0,0,307,0,washingtoncolumbia2018
365,310,51,2,2,0,0,153,54,27,0,0,0,365,0,washingtoncowlitz2018
360,300,53,5,2,0,0,182,57,23,0,0,0,360,0,washingtonfranklin2018
364,310,50,3,1,0,0,172,55,20,0,0,0,364,0,washingtongarfield2018
365,289,65,4,6,1,0,273,64,26,0,12,0,353,0,washingtongrant2018
365,324,37,1,3,0,0,168,51,29,0,0,0,365,0,washingtongraysharbor2018
359,327,26,3,3,0,0,184,48,25,0,0,0,359,0,washingtonjefferson2018
365,212,139,8,4,2,0,210,71,46,0,42,67,256,0,washingtonking2018
349,319,25,2,3,0,0,180,45,16,0,0,0,349,0,washingtonkitsap2018
358,290,56,5,6,1,0,221,62,26,0,0,0,358,0,washingtonkittitas2018
257,199,53,4,1,0,0,159,63,26,0,0,0,257,0,washingtonklickitat2018
365,298,61,3,3,0,0,172,58,28,0,0,0,365,0,washingtonlewis2018
365,304,55,4,2,0,0,168,56,28,0,0,0,365,0,washingtonmason2018
365,174,158,9,20,2,2,372,81,52,0,0,0,365,0,washingtonokanogan2018
365,234,120,5,6,0,0,188,74,44,0,11,200,154,0,washingtonpierce2018
365,325,32,5,3,0,0,190,52,32,0,6,159,200,0,washingtonskagit2018
365,260,96,5,4,0,0,186,68,33,0,0,0,365,0,washingtonsnohomish2018
365,238,115,6,4,2,0,281,74,41,0,0,88,253,24,washingtonspokane2018
365,200,148,8,8,1,0,220,73,46,0,0,0,336,29,washingtonstevens2018
343,291,46,1,5,0,0,181,55,29,0,0,123,220,0,washingtonthurston2018
365,292,65,5,2,1,0,242,61,26,0,0,0,319,46,washingtonwallawalla2018
361,319,33,6,3,0,0,193,52,29,0,0,144,217,0,washingtonwhatcom2018
365,303,55,5,2,0,0,187,58,22,0,0,0,365,0,washingtonwhitman2018
365,173,176,7,7,2,0,239,82,52,0,0,0,363,2,washingtonyakima2018
281,229,52,0,0,0,0,88,56,39,0,0,198,83,0,westvirginiaberkeley2018
362,308,54,0,0,0,0,75,55,19,0,0,0,120,242,westvirginiabrooke2018
282,229,53,0,0,0,0,100,58,39,0,0,201,81,0,westvirginiacabell2018
360,346,14,0,0,0,0,90,44,29,0,0,360,0,0,westvirginiagilmer2018
232,222,10,0,0,0,0,84,48,38,0,0,232,0,0,westvirginiagreenbrier2018
363,308,54,1,0,0,0,105,56,35,0,0,187,84,92,westvirginiahancock2018
117,88,29,0,0,0,0,65,58,36,0,0,0,117,0,westvirginiaharrison2018
364,217,146,1,0,0,0,105,60,46,2,0,102,260,0,westvirginiakanawha2018
117,79,38,0,0,0,0,67,57,38,0,0,0,117,0,westvirginiamarion2018
229,99,130,0,0,0,0,94,65,52,0,0,0,229,0,westvirginiamarshall2018
278,236,42,0,0,0,0,93,54,38,0,0,208,70,0,westvirginiamonongalia2018
283,225,57,1,0,0,0,105,61,41,0,0,210,73,0,westvirginiaohio2018
365,332,33,0,0,0,0,74,49,35,0,0,347,18,0,westvirginiatucker2018
285,243,42,0,0,0,0,77,54,37,0,0,198,87,0,westvirginiawood2018
360,324,36,0,0,0,0,84,51,36,0,0,318,42,0,wisconsinashland2018
360,262,97,1,0,0,0,105,61,42,0,0,178,182,0,wisconsinbrown2018
246,217,28,1,0,0,0,122,51,39,0,0,246,0,0,wisconsincolumbia2018
365,215,148,2,0,0,0,112,67,46,0,0,119,246,0,wisconsindane2018
365,250,112,3,0,0,0,133,68,44,0,0,203,162,0,wisconsindodge2018
224,199,21,4,0,0,0,133,51,40,0,0,224,0,0,wisconsindoor2018
365,244,120,1,0,0,0,129,65,44,0,0,156,209,0,wisconsineauclaire2018
244,213,30,1,0,0,0,101,54,39,0,0,244,0,0,wisconsinfonddulac2018
365,300,65,0,0,0,0,93,57,38,0,0,303,62,0,wisconsinforest2018
351,233,118,0,0,0,0,83,61,42,0,0,0,351,0,wisconsingrant2018
243,209,32,2,0,0,0,126,58,39,0,0,243,0,0,wisconsinjefferson2018
365,230,121,11,3,0,0,166,74,44,0,0,202,163,0,wisconsinkenosha2018
240,200,35,4,1,0,0,151,64,42,0,0,240,0,0,wisconsinkewaunee2018
365,256,109,0,0,0,0,97,63,43,0,0,134,231,0,wisconsinlacrosse2018
239,202,30,5,2,0,0,169,64,40,0,0,239,0,0,wisconsinmanitowoc2018
232,205,27,0,0,0,0,97,54,39,0,0,232,0,0,wisconsinmarathon2018
365,186,174,4,1,0,0,151,74,49,0,8,130,227,0,wisconsinmilwaukee2018
361,264,96,1,0,0,0,101,63,42,0,0,187,174,0,wisconsinoutagamie2018
363,254,102,5,2,0,0,169,68,43,0,0,201,162,0,wisconsinozaukee2018
236,187,38,9,2,0,0,161,77,42,0,0,236,0,0,wisconsinracine2018
246,217,28,1,0,0,0,133,54,39,0,0,246,0,0,wisconsinrock2018
365,265,99,1,0,0,0,122,63,42,0,0,185,179,1,wisconsinsauk2018
239,186,42,9,2,0,0,185,84,43,0,0,239,0,0,wisconsinsheboygan2018
365,274,91,0,0,0,0,93,61,42,0,0,220,145,0,wisconsintaylor2018
360,298,62,0,0,0,0,100,57,39,0,0,180,180,0,wisconsinvilas2018
237,202,33,2,0,0,0,126,58,40,0,0,237,0,0,wisconsinwalworth2018
365,213,149,3,0,0,0,122,67,46,0,0,120,245,0,wisconsinwaukesha2018
365,218,144,3,0,0,0,115,74,48,0,0,292,16,57,wyomingalbany2018
348,311,37,0,0,0,0,84,51,39,0,0,348,0,0,wyomingbighorn2018
365,256,105,2,2,0,0,169,64,43,0,1,221,38,105,wyomingcampbell2018
365,292,73,0,0,0,0,90,61,42,0,22,343,0,0,wyomingcarbon2018
365,310,54,1,0,0,0,102,55,41,0,2,326,9,28,wyomingconverse2018
365,250,115,0,0,0,0,97,67,46,0,0,321,44,0,wyomingfremont2018
228,190,38,0,0,0,0,90,57,39,0,1,215,0,12,wyomingjohnson2018
365,288,76,1,0,0,0,109,61,43,0,5,318,38,4,wyominglaramie2018
365,343,22,0,0,0,0,82,44,16,0,0,0,0,365,wyominglincoln2018
365,286,79,0,0,0,0,90,58,42,0,11,336,18,0,wyomingnatrona2018
212,194,16,2,0,0,0,136,47,31,0,0,113,84,15,wyomingpark2018
61,58,3,0,0,0,0,55,36,15,0,0,0,0,61,wyomingplatte2018
365,241,121,3,0,0,0,123,68,46,0,0,280,80,5,wyomingsheridan2018
365,230,135,0,0,0,0,97,71,47,0,0,329,35,1,wyomingsublette2018
365,210,147,7,1,0,0,163,74,48,0,3,290,11,61,wyomingsweetwater2018
365,273,91,1,0,0,0,106,64,44,0,0,319,45,1,wyomingteton2018
365,287,77,1,0,0,0,108,61,44,0,2,354,0,9,wyominguinta2018
340,291,48,1,0,0,0,101,54,42,0,0,340,0,0,wyomingweston2018
271,221,50,0,0,0,0,80,55,40,0,0,198,73,0,alabamabaldwin2019
107,75,32,0,0,0,0,71,56,41,0,0,0,107,0,alabamaclay2019
263,238,25,0,0,0,0,65,50,38,0,0,219,44,0,alabamacolbert2019
361,303,58,0,0,0,0,90,54,39,0,0,306,55,0,alabamadekalb2019
228,208,20,0,0,0,0,100,50,39,0,0,228,0,0,alabamaelmore2019
279,201,78,0,0,0,0,90,58,44,0,0,201,78,0,alabamaetowah2019
280,230,50,0,0,0,0,77,55,38,0,0,181,99,0,alabamahouston2019
365,85,267,13,0,0,0,150,80,58,0,0,75,289,1,alabamajefferson2019
112,98,14,0,0,0,0,58,51,32,0,0,0,112,0,alabamalawrence2019
361,189,172,0,0,0,0,93,62,49,0,0,99,255,7,alabamamadison2019
352,167,185,0,0,0,0,82,64,52,0,0,69,283,0,alabamamobile2019
365,84,280,1,0,0,0,122,71,57,0,0,18,346,1,alabamamontgomery2019
365,247,118,0,0,0,0,93,58,45,0,0,145,220,0,alabamamorgan2019
363,195,168,0,0,0,0,84,63,48,0,0,64,299,0,alabamarussell2019
244,202,39,3,0,0,0,119,61,42,0,0,244,0,0,alabamashelby2019
354,287,67,0,0,0,0,67,54,38,0,0,115,239,0,alabamasumter2019
264,217,47,0,0,0,0,87,54,39,0,0,173,91,0,alabamatuscaloosa2019
121,119,2,0,0,0,0,55,29,14,0,0,0,121,0,alaskaaleutianseast2019
365,254,102,5,4,0,0,163,67,32,5,0,0,285,75,alaskaanchorage2019
317,302,13,1,1,0,0,185,34,13,0,0,0,212,105,alaskabethel2019
360,355,5,0,0,0,0,82,44,36,0,0,348,12,0,alaskadenali2019
365,205,121,18,16,1,4,503,103,44,0,6,98,258,3,alaskafairbanksnorthstar2019
362,280,79,3,0,0,0,145,60,27,0,0,0,340,22,alaskajuneau2019
118,111,6,1,0,0,0,140,28,11,0,0,0,118,0,alaskakenaipeninsula2019
361,262,96,3,0,0,0,127,66,25,0,0,0,313,48,alaskamatanuska-susitna2019
110,108,2,0,0,0,0,69,15,6,0,0,0,110,0,alaskanorthslope2019
359,357,2,0,0,0,0,64,21,11,0,0,0,62,297,arizonaapache2019
365,253,112,0,0,0,0,97,64,46,0,0,305,45,15,arizonacochise2019
365,280,85,0,0,0,0,80,61,45,0,0,349,16,0,arizonacoconino2019
365,210,139,16,0,0,0,146,87,48,0,0,349,1,15,arizonagila2019
364,303,61,0,0,0,0,77,58,44,0,0,357,6,1,arizonalapaz2019
365,50,277,38,0,0,0,147,101,67,0,2,204,92,67,arizonamaricopa2019
365,358,7,0,0,0,0,69,29,14,0,0,0,52,313,arizonamohave2019
365,294,70,1,0,0,0,112,58,44,0,0,357,1,7,arizonanavajo2019
365,207,156,2,0,0,0,103,71,49,0,0,237,51,77,arizonapima2019
365,104,228,21,2,3,7,929,100,63,0,0,148,66,151,arizonapinal2019
362,250,110,2,0,0,0,120,67,39,0,0,0,323,39,arizonasantacruz2019
357,298,59,0,0,0,0,87,54,43,0,0,355,2,0,arizonayavapai2019
365,226,136,3,0,0,0,129,67,47,0,0,214,120,31,arizonayuma2019
118,77,41,0,0,0,0,80,58,41,0,0,0,118,0,arkansasarkansas2019
120,72,48,0,0,0,0,71,58,43,0,0,0,120,0,arkansasashley2019
146,79,67,0,0,0,0,85,61,47,0,0,0,146,0,arkansasbenton2019
355,347,8,0,0,0,0,67,46,32,0,0,355,0,0,arkansasclark2019
49,35,14,0,0,0,0,65,58,41,0,0,0,49,0,arkansascraighead2019
365,212,152,1,0,0,0,101,60,47,0,0,107,258,0,arkansascrittenden2019
121,61,60,0,0,0,0,77,60,50,0,0,0,121,0,arkansasgarland2019
117,76,41,0,0,0,0,77,59,45,0,0,0,117,0,arkansasjackson2019
365,344,21,0,0,0,0,90,48,36,0,0,342,23,0,arkansasnewton2019
361,291,69,1,0,0,0,119,58,40,0,0,287,74,0,arkansaspolk2019
365,145,220,0,0,0,0,81,64,53,0,2,88,275,0,arkansaspulaski2019
241,135,106,0,0,0,0,99,59,46,0,0,0,241,0,arkansasunion2019
365,193,172,0,0,0,0,97,61,48,0,0,118,247,0,arkansaswashington2019
365,183,174,8,0,0,0,150,67,50,0,11,94,260,0,californiaalameda2019
355,308,45,2,0,0,0,115,51,39,0,0,355,0,0,californiaamador2019
365,171,189,3,2,0,0,180,71,51,0,0,121,243,1,californiabutte2019
360,288,71,1,0,0,0,108,60,43,0,0,297,62,1,californiacalaveras2019
365,260,105,0,0,0,0,85,61,41,0,0,152,173,40,californiacolusa2019
365,238,123,4,0,0,0,129,64,43,0,3,171,190,1,californiacontracosta2019
248,210,38,0,0,0,0,74,53,26,0,0,0,248,0,californiadelnorte2019
365,273,86,6,0,0,0,122,74,43,0,0,353,3,9,californiaeldorado2019
365,113,186,64,2,0,0,187,115,63,0,1,229,118,17,californiafresno2019
362,274,88,0,0,0,0,86,58,42,0,0,232,119,11,californiaglenn2019
363,340,23,0,0,0,0,69,44,28,2,1,253,70,37,californiahumboldt2019
365,94,250,19,2,0,0,185,93,61,0,0,185,128,52,californiaimperial2019
365,226,127,6,2,1,3,653,84,47,0,0,313,23,29,californiainyo2019
365,91,179,87,6,1,1,553,122,69,0,1,228,108,28,californiakern2019
365,123,201,37,2,0,2,508,105,58,0,0,166,130,69,californiakings2019
360,360,0,0,0,0,0,50,42,31,0,0,351,8,1,californialake2019
365,34,245,57,28,1,0,201,136,72,0,24,166,170,5,californialosangeles2019
365,167,185,13,0,0,0,140,84,52,0,0,225,103,37,californiamadera2019
363,291,71,1,0,0,0,133,55,37,0,10,151,202,0,californiamarin2019
365,192,159,9,5,0,0,185,84,50,0,0,247,118,0,californiamariposa2019
361,290,71,0,0,0,0,80,54,36,0,0,155,199,7,californiamendocino2019
365,176,182,7,0,0,0,119,80,51,0,0,202,161,2,californiamerced2019
365,242,108,6,0,0,9,4227,83,34,0,0,0,322,43,californiamono2019
365,303,61,1,0,0,0,144,54,39,2,0,228,127,8,californiamonterey2019
363,295,66,2,0,0,0,119,54,37,2,0,211,150,0,californianapa2019
361,251,105,5,0,0,0,122,71,45,0,0,272,89,0,californianevada2019
365,157,192,15,1,0,0,172,87,53,0,7,188,164,6,californiaorange2019
365,198,158,9,0,0,0,136,77,49,0,0,218,145,2,californiaplacer2019
341,220,116,5,0,0,0,138,71,34,0,0,0,341,0,californiaplumas2019
365,53,192,91,29,0,0,185,147,77,0,0,219,102,44,californiariverside2019
365,175,180,10,0,0,0,140,84,52,0,1,188,169,7,californiasacramento2019
365,318,47,0,0,0,0,90,52,39,0,0,308,51,6,californiasanbenito2019
365,29,203,71,54,8,0,213,172,81,0,4,214,140,7,californiasanbernardino2019
365,38,302,23,2,0,0,169,93,66,0,1,133,228,3,californiasandiego2019
365,251,113,1,0,0,0,108,58,39,0,15,119,231,0,californiasanfrancisco2019
365,202,151,11,1,0,0,190,82,47,0,1,201,149,14,californiasanjoaquin2019
365,196,166,3,0,0,0,108,74,49,0,0,239,109,17,californiasanluisobispo2019
365,276,87,2,0,0,0,122,57,39,0,14,135,216,0,californiasanmateo2019
365,242,122,1,0,0,0,105,63,45,0,0,228,128,9,californiasantabarbara2019
365,205,156,4,0,0,0,136,68,48,0,1,134,229,1,californiasantaclara2019
365,291,74,0,0,0,0,74,54,39,0,0,166,199,0,californiasantacruz2019
364,306,58,0,0,0,0,100,54,42,0,0,349,13,2,californiashasta2019
365,302,59,2,2,0,0,164,54,38,0,0,239,126,0,californiasiskiyou2019
365,226,138,1,0,0,0,119,64,45,0,1,129,235,0,californiasolano2019
365,318,47,0,0,0,0,87,52,36,0,1,202,155,7,californiasonoma2019
365,168,174,22,1,0,0,177,92,52,0,0,208,147,10,californiastanislaus2019
365,200,163,2,0,0,0,110,71,48,0,0,200,159,6,californiasutter2019
365,263,102,0,0,0,0,93,64,43,0,0,299,66,0,californiatehama2019
269,225,42,2,0,0,0,113,56,23,0,0,0,269,0,californiatrinity2019
365,98,186,78,2,1,0,280,122,67,0,0,210,136,19,californiatulare2019
358,273,83,2,0,0,0,108,67,43,0,0,358,0,0,californiatuolumne2019
365,175,181,9,0,0,0,126,77,51,0,3,226,127,9,californiaventura2019
365,252,112,1,0,0,0,136,63,43,0,1,249,114,1,californiayolo2019
365,183,181,1,0,0,0,132,67,50,0,30,129,152,54,coloradoadams2019
107,107,0,0,0,0,0,28,23,12,0,0,0,107,0,coloradoalamosa2019
365,222,137,6,0,0,0,140,80,47,0,0,348,17,0,coloradoarapahoe2019
363,331,30,2,0,0,0,124,50,31,0,3,186,0,174,coloradoarchuleta2019
365,192,168,5,0,0,0,119,74,50,0,0,234,131,0,coloradoboulder2019
144,80,63,1,0,0,0,108,77,50,0,0,144,0,0,coloradochaffee2019
294,183,109,2,0,0,0,126,74,47,0,0,294,0,0,coloradoclearcreek2019
365,338,27,0,0,0,0,80,50,41,0,0,340,25,0,coloradodelta2019
365,139,223,2,1,0,0,153,77,54,0,80,133,152,0,coloradodenver2019
361,220,130,10,1,0,0,154,79,47,0,0,289,72,0,coloradodouglas2019
365,249,116,0,0,0,0,100,67,46,0,0,320,45,0,coloradoelpaso2019
32,32,0,0,0,0,0,29,23,13,0,0,0,0,32,coloradofremont2019
365,248,115,2,0,0,0,105,74,48,0,0,364,1,0,coloradogarfield2019
143,117,25,1,0,0,0,115,58,45,0,0,143,0,0,coloradogilpin2019
118,95,23,0,0,0,0,80,58,45,0,0,118,0,0,coloradogrand2019
362,264,96,2,0,0,0,101,67,46,0,0,362,0,0,coloradogunnison2019
102,102,0,0,0,0,0,34,17,8,0,0,0,102,0,coloradojackson2019
365,238,111,16,0,0,0,129,87,46,0,2,363,0,0,coloradojefferson2019
365,267,98,0,0,0,0,87,61,44,0,3,317,45,0,coloradolaplata2019
365,183,176,6,0,0,0,129,77,50,0,0,307,58,0,coloradolarimer2019
364,238,125,1,0,0,0,101,67,47,2,0,283,78,1,coloradomesa2019
365,279,86,0,0,0,0,97,61,46,0,0,365,0,0,coloradomontezuma2019
312,160,150,2,0,0,0,101,80,50,0,0,312,0,0,coloradopark2019
121,121,0,0,0,0,0,46,19,11,0,0,0,33,88,coloradopitkin2019
346,343,3,0,0,0,0,76,28,14,0,0,0,0,346,coloradoprowers2019
126,125,1,0,0,0,0,68,40,26,0,0,0,102,24,coloradopueblo2019
365,252,113,0,0,0,0,100,55,47,0,0,194,171,0,coloradorioblanco2019
356,353,2,1,0,0,0,137,27,13,0,0,0,0,356,coloradoroutt2019
116,116,0,0,0,0,0,32,19,9,0,0,0,116,0,coloradosanjuan2019
241,189,52,0,0,0,0,87,58,45,0,0,185,0,56,coloradosanmiguel2019
365,152,205,8,0,0,0,129,77,53,0,0,228,137,0,coloradoweld2019
365,221,123,18,3,0,0,161,77,46,0,2,159,204,0,connecticutfairfield2019
365,252,108,5,0,0,0,122,59,43,0,12,163,190,0,connecticuthartford2019
365,327,38,0,0,0,0,97,51,37,0,0,311,54,0,connecticutlitchfield2019
205,175,23,6,1,0,0,154,61,41,0,0,205,0,0,connecticutmiddlesex2019
365,228,123,12,2,0,0,159,70,44,0,3,181,180,1,connecticutnewhaven2019
364,295,62,7,0,0,0,129,56,40,0,0,161,203,0,connecticutnewlondon2019
212,187,20,5,0,0,0,126,54,42,0,0,212,0,0,connecticuttolland2019
360,344,15,1,0,0,0,105,46,36,0,0,360,0,0,connecticutwindham2019
32,5,19,8,0,0,0,144,117,72,0,0,0,0,32,countryofmexicobajacalifornianorte2019
358,288,65,5,0,0,0,126,61,43,0,0,358,0,0,countryofmexicosonora2019
365,248,117,0,0,0,0,85,61,44,0,0,198,167,0,delawarekent2019
365,207,155,3,0,0,0,136,71,47,0,3,178,184,0,delawarenewcastle2019
365,251,114,0,0,0,0,93,61,44,0,0,205,160,0,delawaresussex2019
365,195,165,4,1,0,0,159,73,49,0,16,160,189,0,districtofcolumbiadistrictofcolumbia2019
364,289,75,0,0,0,0,80,55,39,0,0,158,206,0,floridaalachua2019
361,341,20,0,0,0,0,77,48,33,0,0,361,0,0,floridabaker2019
357,240,117,0,0,0,0,87,59,44,0,0,108,249,0,floridabay2019
351,308,43,0,0,0,0,90,51,39,0,0,223,128,0,floridabrevard2019
363,213,150,0,0,0,0,90,58,47,2,1,55,305,0,floridabroward2019
357,257,100,0,0,0,0,82,55,40,0,0,0,357,0,floridacitrus2019
362,291,71,0,0,0,0,90,54,40,0,0,111,251,0,floridacollier2019
363,229,134,0,0,0,0,90,61,46,0,0,102,261,0,floridacolumbia2019
361,164,196,1,0,0,0,114,67,51,0,0,72,289,0,floridaduval2019
365,248,116,1,0,0,0,101,61,44,0,0,193,172,0,floridaescambia2019
270,265,5,0,0,0,0,74,45,34,0,0,270,0,0,floridaflagler2019
316,214,102,0,0,0,0,81,58,44,0,0,0,316,0,floridahamilton2019
233,224,9,0,0,0,0,84,46,36,0,0,233,0,0,floridahighlands2019
365,202,158,5,0,0,0,126,67,49,0,0,104,261,0,floridahillsborough2019
362,207,155,0,0,0,0,84,61,47,0,0,106,256,0,floridaholmes2019
335,324,11,0,0,0,0,90,47,36,0,0,335,0,0,floridaindianriver2019
330,301,28,1,0,0,0,101,50,35,0,0,330,0,0,floridalake2019
365,289,75,1,0,0,0,108,55,40,0,0,155,206,4,floridalee2019
360,215,144,1,0,0,0,119,63,46,0,0,80,280,0,floridaleon2019
351,339,12,0,0,0,0,74,45,33,0,0,351,0,0,floridaliberty2019
365,333,30,2,0,0,0,108,49,36,0,0,365,0,0,floridamanatee2019
365,244,121,0,0,0,0,88,58,44,0,0,111,254,0,floridamarion2019
352,288,64,0,0,0,0,85,54,41,0,0,115,237,0,floridamartin2019
363,245,116,2,0,0,0,146,57,44,1,1,59,301,1,floridamiami-dade2019
270,203,67,0,0,0,0,74,55,41,0,0,0,270,0,floridanassau2019
363,335,28,0,0,0,0,84,48,36,0,0,342,0,21,floridaokaloosa2019
360,293,67,0,0,0,0,93,55,39,1,1,210,148,0,floridaorange2019
364,338,22,4,0,0,0,122,48,34,0,0,364,0,0,floridaosceola2019
357,273,84,0,0,0,0,94,56,40,0,0,108,249,0,floridapalmbeach2019
365,336,29,0,0,0,0,97,49,36,0,0,365,0,0,floridapasco2019
365,223,142,0,0,0,0,100,61,47,0,0,99,265,1,floridapinellas2019
365,268,97,0,0,0,0,100,58,42,0,0,138,227,0,floridapolk2019
351,346,5,0,0,0,0,54,29,17,0,0,0,0,351,floridaputnam2019
364,229,135,0,0,0,0,93,60,44,0,0,119,245,0,floridasantarosa2019
365,268,97,0,0,0,0,100,57,43,0,0,114,251,0,floridasarasota2019
365,296,68,1,0,0,0,110,56,39,0,0,192,172,1,floridaseminole2019
352,342,10,0,0,0,0,77,46,34,0,0,352,0,0,floridast.lucie2019
350,274,76,0,0,0,0,80,55,41,0,0,149,201,0,floridavolusia2019
361,275,86,0,0,0,0,84,58,39,0,0,154,207,0,floridawakulla2019
362,216,143,3,0,0,0,137,64,46,0,0,92,270,0,georgiabibb2019
103,97,6,0,0,0,0,65,48,26,0,0,0,103,0,georgiacharlton2019
335,204,131,0,0,0,0,87,60,46,0,0,70,265,0,georgiachatham2019
244,231,13,0,0,0,0,71,48,40,0,0,244,0,0,georgiachattooga2019
365,171,194,0,0,0,0,87,65,52,0,0,69,296,0,georgiaclarke2019
119,66,53,0,0,0,0,73,59,48,0,0,0,119,0,georgiaclayton2019
282,191,90,1,0,0,0,119,61,44,0,0,191,91,0,georgiacobb2019
121,94,27,0,0,0,0,70,58,34,0,0,0,121,0,georgiacoffee2019
245,229,16,0,0,0,0,74,49,39,0,0,245,0,0,georgiacolumbia2019
244,225,18,1,0,0,0,126,48,37,0,0,244,0,0,georgiadawson2019
365,173,188,3,1,0,0,159,67,52,0,20,94,251,0,georgiadekalb2019
356,163,191,2,0,0,0,107,68,52,0,0,0,356,0,georgiadougherty2019
245,212,28,5,0,0,0,126,58,40,0,0,245,0,0,georgiadouglas2019
363,140,223,0,0,0,0,90,66,54,0,0,0,363,0,georgiafloyd2019
365,122,236,6,1,0,0,172,74,55,0,5,77,283,0,georgiafulton2019
279,235,44,0,0,0,0,80,54,37,0,0,203,76,0,georgiaglynn2019
355,154,199,2,0,0,0,112,71,52,0,0,91,264,0,georgiagwinnett2019
340,181,159,0,0,0,0,90,62,49,0,0,0,340,0,georgiahall2019
363,234,122,7,0,0,0,150,64,43,0,0,119,244,0,georgiahenry2019
354,173,179,1,1,0,0,153,65,51,0,0,0,354,0,georgiahouston2019
310,177,133,0,0,0,0,71,60,47,0,0,0,310,0,georgialowndes2019
269,225,44,0,0,0,0,93,54,42,0,0,230,39,0,georgiamurray2019
364,209,155,0,0,0,0,90,62,47,0,0,91,273,0,georgiamuscogee2019
353,307,43,3,0,0,0,147,58,37,0,0,353,0,0,georgiapike2019
364,159,203,2,0,0,0,101,67,52,0,0,67,279,18,georgiarichmond2019
241,186,50,5,0,0,0,129,67,43,0,0,241,0,0,georgiarockdale2019
238,211,27,0,0,0,0,97,54,39,0,0,238,0,0,georgiasumter2019
356,185,171,0,0,0,0,84,62,49,0,0,0,356,0,georgiawalker2019
211,138,72,1,0,0,0,116,59,39,0,0,0,211,0,georgiawashington2019
365,357,8,0,0,0,0,81,34,21,0,0,0,365,0,hawaiihawaii2019
365,360,5,0,0,0,0,62,41,28,0,5,266,93,1,hawaiihonolulu2019
363,361,2,0,0,0,0,70,31,16,0,104,0,259,0,hawaiikauai2019
362,339,19,3,1,0,0,171,39,20,0,0,0,362,0,hawaiimaui2019
365,266,99,0,0,0,0,100,58,41,0,3,183,179,0,idahoada2019
365,330,35,0,0,0,0,64,50,24,0,0,0,265,100,idahobannock2019
364,188,165,9,2,0,0,155,77,49,0,0,0,364,0,idahobenewah2019
314,307,7,0,0,0,0,57,33,20,0,0,0,314,0,idahoblaine2019
365,223,139,2,1,0,0,170,65,44,0,0,0,365,0,idahoboise2019
365,291,73,1,0,0,0,115,60,27,0,0,0,298,67,idahobonner2019
357,287,70,0,0,0,0,67,53,38,0,0,0,357,0,idahobonneville2019
361,347,14,0,0,0,0,71,48,40,0,0,359,2,0,idahobutte2019
365,285,80,0,0,0,0,95,58,32,0,0,0,319,46,idahocanyon2019
96,95,1,0,0,0,0,51,23,8,0,0,0,96,0,idahocuster2019
364,315,46,3,0,0,0,112,54,23,0,0,0,364,0,idahofranklin2019
365,236,129,0,0,0,0,89,60,44,0,0,135,230,0,idahoidaho2019
353,345,8,0,0,0,0,55,37,20,0,0,0,353,0,idahojerome2019
355,281,74,0,0,0,0,88,57,31,0,0,0,355,0,idahokootenai2019
350,343,7,0,0,0,0,55,35,14,0,0,0,350,0,idaholatah2019
360,237,119,4,0,0,0,133,72,31,0,0,0,360,0,idaholemhi2019
360,272,88,0,0,0,0,90,61,32,0,0,0,360,0,idahonezperce2019
365,225,137,3,0,0,0,117,75,38,0,0,0,359,6,idahoshoshone2019
